Seq No.,Location,AccX,AccY,AccZ,Classs
20,Indoor,0.612999976,8.12100029,-1.684999943,0
21,Indoor,-1.072000027,9.652999878,0.458999991,0
22,Indoor,1.378999949,7.660999775,-2.144999981,0
23,Indoor,1.072999954,8.274000168,-1.531999946,0
24,Indoor,1.68599999,9.5,-2.450999975,0
25,Indoor,2.605000019,13.94400024,-2.144999981,0
26,Indoor,2.451999903,7.967999935,-0.458999991,0
27,Indoor,2.298000097,9.347000122,-0.611999989,0
28,Indoor,2.144999981,8.12100029,-1.225000024,0
29,Indoor,3.065000057,8.887000084,-3.217000008,0
30,Indoor,2.605000019,8.427000046,-3.369999886,0
31,Indoor,2.298000097,10.11299992,-2.450999975,0
32,Indoor,3.83100009,11.95199966,-4.137000084,0
33,Indoor,0.305999994,7.355000019,-0.611999989,0
34,Indoor,2.144999981,8.12100029,-3.369999886,0
35,Indoor,0.91900003,7.967999935,-1.378000021,0
36,Indoor,1.378999949,8.887000084,-1.838000059,0
37,Indoor,2.144999981,10.26599979,-3.217000008,0
38,Indoor,3.065000057,12.25800037,-2.756999969,0
39,Indoor,2.451999903,7.81400013,0.152999997,0
40,Indoor,2.298000097,9.80700016,-4.137000084,0
41,Indoor,1.378999949,7.81400013,-0.91900003,0
42,Indoor,2.298000097,8.734000206,-2.298000097,0
43,Indoor,2.451999903,11.03199959,-3.217000008,0
44,Indoor,0.765999973,10.41899967,-1.684999943,0
45,Indoor,-0.305999994,9.347000122,0.765999973,0
46,Indoor,1.378999949,8.427000046,-2.450999975,0
47,Indoor,0.612999976,8.274000168,-1.991000056,0
48,Indoor,1.378999949,8.887000084,-2.604000092,0
49,Indoor,1.991999984,9.652999878,-3.523999929,0
50,Indoor,2.911000013,13.17800045,-3.829999924,0
1,Indoor,6.589000225,2.911000013,3.83100009,0
2,Indoor,7.815000057,5.362999916,4.902999878,0
3,Indoor,9.194000244,3.983999968,4.902999878,0
4,Indoor,11.33899975,4.44299984,2.757999897,0
5,Indoor,11.64599991,5.056000233,-0.764999986,0
6,Indoor,9.194000244,5.209000111,-0.611999989,0
7,Indoor,8.274999619,3.983999968,-0.152999997,0
8,Indoor,8.887999535,1.684999943,-0.152999997,0
9,Indoor,7.815000057,0.91900003,-1.838000059,0
10,Indoor,9.194000244,1.531999946,0.152999997,0
11,Indoor,8.42800045,4.902999878,-1.378000021,0
12,Indoor,11.33899975,4.75,-1.378000021,0
13,Indoor,7.662000179,10.11299992,-3.369999886,0
14,Indoor,10.42000008,-0.611999989,-0.152999997,0
15,Indoor,8.581000328,3.829999924,-0.611999989,0
16,Indoor,4.597000122,6.742000103,-1.991000056,0
17,Indoor,6.43599987,4.75,0.91900003,0
18,Indoor,1.531999946,9.80700016,1.378999949,0
19,Indoor,1.378999949,10.41899967,-1.378000021,0
20,Indoor,1.531999946,9.80700016,-0.91900003,0
21,Indoor,2.298000097,9.194000244,-1.991000056,0
22,Indoor,1.838999987,10.41899967,-1.225000024,0
23,Indoor,-0.305999994,9.194000244,-3.523999929,0
24,Indoor,4.290999889,9.5,-1.072000027,0
25,Indoor,2.451999903,7.507999897,-2.450999975,0
26,Indoor,2.298000097,7.967999935,-2.450999975,0
27,Indoor,3.983999968,9.80700016,-4.902999878,0
28,Indoor,0.612999976,14.40400028,-1.072000027,0
29,Indoor,1.991999984,6.434999943,0.612999976,0
30,Indoor,-2.298000097,10.26599979,1.684999943,0
31,Indoor,0.460000008,8.581000328,0.152999997,0
32,Indoor,0.91900003,10.26599979,0.305999994,0
33,Indoor,1.072999954,9.5,0.612999976,0
34,Indoor,1.072999954,10.41899967,0.765999973,0
35,Indoor,0.152999997,13.63700008,0.765999973,0
36,Indoor,-1.378000021,7.507999897,0.765999973,0
37,Indoor,3.523999929,13.17800045,-0.305999994,0
38,Indoor,0.305999994,6.742000103,1.838999987,0
39,Indoor,-2.604000092,5.975999832,1.378999949,0
40,Indoor,7.662000179,11.33899975,-11.03199959,0
41,Indoor,-10.87899971,11.79899979,4.443999767,0
42,Indoor,1.072999954,8.427000046,2.144999981,0
43,Indoor,-0.458999991,9.5,0,0
44,Indoor,1.531999946,9.960000038,-0.305999994,0
45,Indoor,-0.458999991,9.80700016,1.531999946,0
46,Indoor,-0.458999991,10.41899967,1.684999943,0
47,Indoor,-0.152999997,11.79899979,1.684999943,0
48,Indoor,-8.427000046,10.26599979,-7.201000214,0
49,Indoor,0.765999973,7.660999775,1.531999946,0
50,Indoor,0,6.282000065,2.757999897,0
1,Indoor,-0.611999989,3.371000051,8.581000328,0
2,Indoor,-1.684999943,3.523999929,7.048999786,0
3,Indoor,-1.531000018,4.289999962,8.887000084,0
4,Indoor,-2.298000097,4.44299984,8.274000168,0
5,Indoor,-1.991000056,4.597000122,11.79899979,0
6,Indoor,-3.523000002,4.137000084,8.734000206,0
7,Indoor,-1.991000056,3.523999929,8.12100029,0
8,Indoor,-1.378000021,4.44299984,5.669000149,0
9,Indoor,0,5.515999794,7.815000057,0
10,Indoor,-1.225000024,5.515999794,11.03299999,0
11,Indoor,-1.684999943,5.209000111,10.87899971,0
12,Indoor,-1.072000027,2.911000013,8.734000206,0
13,Indoor,-1.684999943,3.829999924,7.202000141,0
14,Indoor,-1.531000018,4.75,7.815000057,0
15,Indoor,-1.838000059,5.056000233,8.887000084,0
16,Indoor,-1.991000056,5.056000233,9.5,0
17,Indoor,-1.684999943,3.523999929,8.887000084,0
18,Indoor,-3.369999886,4.289999962,6.589000225,0
19,Indoor,-1.225000024,4.902999878,8.12100029,0
20,Indoor,-0.764999986,5.669000149,8.274000168,0
21,Indoor,-0.764999986,5.669000149,12.56499958,0
22,Indoor,-2.910000086,4.597000122,11.49199963,0
23,Indoor,-0.917999983,3.371000051,9.194000244,0
24,Indoor,-1.531000018,3.217000008,7.660999775,0
25,Indoor,-2.144000053,4.137000084,7.967999935,0
26,Indoor,-2.144000053,4.75,8.274000168,0
27,Indoor,-2.910000086,5.515999794,9.041000366,0
28,Indoor,-2.298000097,3.677000046,9.654000282,0
29,Indoor,-3.063999891,3.829999924,7.202000141,0
30,Indoor,-1.684999943,4.289999962,7.967999935,0
31,Indoor,-1.531000018,5.362999916,7.507999897,0
32,Indoor,-1.684999943,5.362999916,8.734000206,0
33,Indoor,-1.531000018,5.209000111,10.72599983,0
34,Indoor,-3.523000002,4.44299984,10.11299992,0
35,Indoor,-2.144000053,3.217000008,10.42000008,0
36,Indoor,-2.910000086,3.217000008,8.12100029,0
37,Indoor,-3.063999891,3.523999929,7.507999897,0
38,Indoor,-2.756999969,3.829999924,9.194000244,0
39,Indoor,-3.217000008,3.217000008,10.26599979,0
40,Indoor,-3.677000046,2.757999897,10.11299992,0
41,Indoor,-3.677000046,2.757999897,8.734000206,0
42,Indoor,-3.677000046,2.450999975,8.581000328,0
43,Indoor,-3.677000046,2.298000097,8.581000328,0
44,Indoor,-2.298000097,2.757999897,8.887000084,0
45,Indoor,-2.144000053,3.523999929,8.581000328,0
46,Indoor,-1.378000021,4.597000122,8.274000168,0
47,Indoor,-1.072000027,5.056000233,7.967999935,0
48,Indoor,-0.458999991,5.056000233,8.581000328,0
49,Indoor,-1.378000021,4.597000122,13.02499962,0
50,Indoor,-1.531000018,3.829999924,9.5,0
1,Indoor,-2.144000053,3.063999891,9.5,0
2,Indoor,-1.378000021,3.829999924,7.507999897,0
3,Indoor,-1.684999943,3.677000046,9.194000244,0
4,Indoor,-0.917999983,3.523999929,9.041000366,0
5,Indoor,-1.531000018,3.677000046,8.887000084,0
6,Indoor,-0.305999994,3.677000046,8.734000206,0
7,Indoor,0,3.677000046,8.887000084,0
8,Indoor,-0.152999997,3.829999924,8.581000328,0
9,Indoor,0,3.523999929,7.660999775,0
10,Indoor,-0.152999997,2.911000013,10.57299995,0
11,Indoor,-1.838000059,3.217000008,8.581000328,0
12,Indoor,-1.531000018,2.757999897,8.581000328,0
13,Indoor,-1.531000018,3.371000051,9.041000366,0
14,Indoor,-0.764999986,3.677000046,9.960000038,0
15,Indoor,-1.072000027,4.289999962,9.5,0
16,Indoor,-1.531000018,4.75,9.194000244,0
17,Indoor,-0.764999986,4.75,8.734000206,0
18,Indoor,-1.225000024,5.362999916,8.274000168,0
19,Indoor,-1.838000059,5.822000027,7.660999775,0
20,Indoor,0.305999994,5.822000027,10.26599979,0
21,Indoor,-1.225000024,4.597000122,7.967999935,0
22,Indoor,0.460000008,5.822000027,7.355000019,0
23,Indoor,-0.611999989,5.669000149,7.660999775,0
24,Indoor,-0.764999986,5.209000111,8.887000084,0
25,Indoor,-0.764999986,5.515999794,8.274000168,0
26,Indoor,-0.305999994,5.669000149,7.967999935,0
27,Indoor,-0.917999983,5.515999794,8.12100029,0
28,Indoor,-0.917999983,5.209000111,8.887000084,0
29,Indoor,-0.611999989,5.669000149,8.12100029,0
30,Indoor,-0.917999983,5.362999916,8.12100029,0
31,Indoor,-0.917999983,5.209000111,8.734000206,0
32,Indoor,-0.764999986,5.362999916,8.12100029,0
33,Indoor,-0.917999983,5.515999794,8.274000168,0
34,Indoor,-0.764999986,5.362999916,8.12100029,0
35,Indoor,-1.072000027,5.362999916,8.734000206,0
36,Indoor,-1.072000027,5.362999916,8.42800045,0
37,Indoor,-0.917999983,5.362999916,8.42800045,0
38,Indoor,-0.611999989,5.209000111,8.42800045,0
39,Indoor,-0.764999986,5.209000111,8.581000328,0
40,Indoor,-0.764999986,5.209000111,8.12100029,0
41,Indoor,-0.764999986,5.209000111,8.274000168,0
42,Indoor,-0.764999986,5.209000111,8.274000168,0
43,Indoor,-0.764999986,5.209000111,8.12100029,0
44,Indoor,-0.611999989,5.209000111,8.274000168,0
45,Indoor,-0.764999986,5.209000111,8.581000328,0
46,Indoor,-0.764999986,5.209000111,8.42800045,0
47,Indoor,-0.764999986,5.209000111,8.581000328,0
48,Indoor,-0.917999983,5.209000111,8.581000328,0
49,Indoor,-0.764999986,5.362999916,8.581000328,0
50,Indoor,-0.764999986,5.209000111,8.581000328,0
1,Indoor,-1.991000056,3.829999924,10.57299995,0
2,Indoor,-1.225000024,3.217000008,4.75,0
3,Indoor,-3.523000002,4.44299984,6.894999981,0
4,Indoor,-5.822000027,5.822000027,8.887000084,0
5,Indoor,-3.98300004,3.829999924,12.56499958,0
6,Indoor,-2.756999969,3.829999924,6.129000187,0
7,Indoor,-0.305999994,5.822000027,5.669000149,0
8,Indoor,-2.604000092,7.81400013,11.18599987,0
9,Indoor,-5.209000111,7.355000019,13.17800045,0
10,Indoor,-3.063999891,3.523999929,9.80700016,0
11,Indoor,-0.764999986,3.829999924,5.515999794,0
12,Indoor,-3.523000002,4.289999962,3.677000046,0
13,Indoor,-5.669000149,6.282000065,7.815000057,0
14,Indoor,-1.991000056,5.515999794,5.515999794,0
15,Indoor,-1.378000021,5.209000111,5.822999954,0
16,Indoor,-2.604000092,7.047999859,6.894999981,0
17,Indoor,-1.225000024,8.427000046,13.79100037,0
18,Indoor,-4.136000156,5.975999832,10.42000008,0
19,Indoor,-2.604000092,3.523999929,7.660999775,0
20,Indoor,-2.144000053,3.677000046,5.515999794,0
21,Indoor,-4.136000156,4.75,4.902999878,0
22,Indoor,-5.669000149,5.822000027,8.581000328,0
23,Indoor,-4.136000156,5.362999916,12.71800041,0
24,Indoor,-3.369999886,5.515999794,5.210000038,0
25,Indoor,-1.072000027,5.515999794,5.975999832,0
26,Indoor,-1.225000024,6.742000103,5.669000149,0
27,Indoor,-0.152999997,8.12100029,9.654000282,0
28,Indoor,-2.604000092,5.209000111,9.347000122,0
29,Indoor,-2.756999969,4.137000084,6.589000225,0
30,Indoor,-3.063999891,4.44299984,7.355000019,0
31,Indoor,-3.98300004,4.289999962,9.041000366,0
32,Indoor,-5.514999866,4.289999962,7.967999935,0
33,Indoor,-3.677000046,3.983999968,8.42800045,0
34,Indoor,-3.523000002,4.137000084,7.507999897,0
35,Indoor,-3.829999924,4.289999962,8.887000084,0
36,Indoor,-2.144000053,4.75,7.355000019,0
37,Indoor,-0.305999994,7.047999859,7.507999897,0
38,Indoor,-0.764999986,6.894999981,7.967999935,0
39,Indoor,-1.991000056,6.894999981,8.734000206,0
40,Indoor,-2.756999969,7.81400013,9.347000122,0
41,Indoor,-1.225000024,5.362999916,7.355000019,0
42,Indoor,-2.604000092,4.902999878,6.282000065,0
43,Indoor,-2.298000097,5.209000111,5.362999916,0
44,Indoor,-2.756999969,6.282000065,6.742000103,0
45,Indoor,-2.144000053,6.282000065,7.048999786,0
46,Indoor,-1.684999943,6.742000103,11.33899975,0
47,Indoor,-4.749000072,5.515999794,7.355000019,0
48,Indoor,-1.838000059,5.056000233,7.202000141,0
49,Indoor,-2.604000092,5.669000149,5.975999832,0
50,Indoor,-1.378000021,6.129000187,7.048999786,0
1,Indoor,1.68599999,11.18599987,-1.838000059,0
2,Indoor,5.05700016,11.49199963,-0.91900003,0
3,Indoor,4.443999767,4.44299984,0.91900003,0
4,Indoor,-3.369999886,7.967999935,-4.289999962,0
5,Indoor,-1.378000021,16.70199966,-3.677000046,0
6,Indoor,1.072999954,5.822000027,-2.450999975,0
7,Indoor,2.144999981,3.063999891,-2.604000092,0
8,Indoor,4.443999767,17.46800041,-8.887000084,0
9,Indoor,0.460000008,11.79899979,-5.361999989,0
10,Indoor,2.757999897,11.18599987,-3.369999886,0
11,Indoor,2.144999981,9.80700016,2.144999981,0
12,Indoor,2.911000013,7.81400013,-2.911000013,0
13,Indoor,2.144999981,8.274000168,-2.144999981,0
14,Indoor,2.605000019,10.87899971,-2.756999969,0
15,Indoor,2.144999981,12.71800041,-3.829999924,0
16,Indoor,-3.369999886,7.355000019,0.305999994,0
17,Indoor,1.225999951,6.742000103,-1.991000056,0
18,Indoor,1.072999954,8.12100029,-1.991000056,0
19,Indoor,1.378999949,9.960000038,-3.677000046,0
20,Indoor,3.065000057,17.62100029,-1.072000027,0
21,Indoor,1.68599999,6.742000103,0.305999994,0
22,Indoor,0.765999973,9.80700016,-3.217000008,0
23,Indoor,0.91900003,6.742000103,-0.152999997,0
24,Indoor,2.605000019,8.734000206,-2.604000092,0
25,Indoor,1.531999946,14.40400028,-3.217000008,0
26,Indoor,-1.225000024,7.660999775,-0.458999991,0
27,Indoor,3.83100009,9.960000038,-2.298000097,0
28,Indoor,0.91900003,9.194000244,-1.531999946,0
29,Indoor,0.612999976,6.894999981,-2.604000092,0
30,Indoor,2.144999981,10.11299992,-3.677000046,0
31,Indoor,2.911000013,14.55700016,-3.677000046,0
32,Indoor,2.298000097,7.81400013,1.225999951,0
33,Indoor,1.531999946,9.80700016,-5.669000149,0
34,Indoor,0.91900003,8.427000046,-0.458999991,0
35,Indoor,1.838999987,8.581000328,-1.838000059,0
36,Indoor,2.911000013,11.33899975,-2.604000092,0
37,Indoor,1.378999949,12.41100025,-2.911000013,0
38,Indoor,-2.450999975,7.967999935,2.605000019,0
39,Indoor,1.072999954,11.03199959,-3.063999891,0
40,Indoor,-1.225000024,8.427000046,-2.144999981,0
41,Indoor,-1.072000027,9.347000122,-3.063999891,0
42,Indoor,-0.917999983,9.347000122,-3.063999891,0
43,Indoor,0,8.734000206,-2.756999969,0
44,Indoor,0.91900003,8.734000206,-3.217000008,0
45,Indoor,1.838999987,8.427000046,-3.369999886,0
46,Indoor,1.531999946,9.960000038,-4.289999962,0
47,Indoor,1.225999951,11.49199963,-2.298000097,0
48,Indoor,3.371000051,8.274000168,-1.531999946,0
49,Indoor,2.298000097,9.5,-2.604000092,0
50,Indoor,3.371000051,7.81400013,-0.764999986,0
1,Indoor,-11.95100021,-7.355000019,-0.611999989,0
2,Indoor,-11.49199963,-5.515999794,-0.458999991,0
3,Indoor,-11.03199959,-7.355000019,0.612999976,0
4,Indoor,-7.660999775,-5.056000233,-1.225000024,0
5,Indoor,-5.361999989,-3.677000046,-0.458999991,0
6,Indoor,-5.669000149,-4.44299984,-1.378000021,0
7,Indoor,-9.19299984,-6.742000103,-1.225000024,0
8,Indoor,-10.72500038,-4.597000122,0.612999976,0
9,Indoor,-11.49199963,-4.137000084,-1.378000021,0
10,Indoor,-9.652999878,-2.911000013,-0.611999989,0
11,Indoor,-9.958999634,-2.911000013,-0.91900003,0
12,Indoor,-12.10499954,-3.677000046,-0.91900003,0
13,Indoor,-12.87100029,-4.44299984,0.612999976,0
14,Indoor,-10.26599979,-5.822000027,1.378999949,0
15,Indoor,-9.19299984,-6.129000187,-0.305999994,0
16,Indoor,-7.507999897,-4.75,-0.764999986,0
17,Indoor,-7.201000214,-4.597000122,-0.611999989,0
18,Indoor,-8.427000046,-5.515999794,1.072000027,0
19,Indoor,-8.119999886,-3.371000051,-0.152999997,0
20,Indoor,-8.579999924,-4.75,0.305999994,0
21,Indoor,-9.805999756,-3.677000046,-2.604000092,0
22,Indoor,-9.805999756,-3.677000046,-1.531999946,0
23,Indoor,-11.3380003,-3.523999929,-2.144999981,0
24,Indoor,-14.25,-5.362999916,0.152999997,0
25,Indoor,-11.3380003,-3.371000051,0.765999973,0
26,Indoor,-9.652999878,-5.975999832,0,0
27,Indoor,-8.427000046,-4.75,-1.684999943,0
28,Indoor,-6.434999943,-4.44299984,-0.611999989,0
29,Indoor,-6.434999943,-5.362999916,-0.152999997,0
30,Indoor,-9.345999718,-5.975999832,-0.91900003,0
31,Indoor,-8.732999802,-3.829999924,-1.225000024,0
32,Indoor,-9.5,-3.829999924,-1.838000059,0
33,Indoor,-9.039999962,-3.677000046,-1.378000021,0
34,Indoor,-10.41899967,-3.677000046,-1.684999943,0
35,Indoor,-14.25,-5.209000111,-1.378000021,0
36,Indoor,-12.87100029,-3.063999891,-2.450999975,0
37,Indoor,-9.345999718,-5.975999832,2.298000097,0
38,Indoor,-8.732999802,-4.902999878,0,0
39,Indoor,-6.587999821,-4.75,-0.91900003,0
40,Indoor,-6.127999783,-5.056000233,-0.764999986,0
41,Indoor,-8.274000168,-6.434999943,-0.305999994,0
42,Indoor,-9.652999878,-3.371000051,-0.305999994,0
43,Indoor,-9.805999756,-5.056000233,-1.991000056,0
44,Indoor,-8.732999802,-3.829999924,-1.838000059,0
45,Indoor,-8.732999802,-3.829999924,-0.458999991,0
46,Indoor,-11.95100021,-4.44299984,-1.225000024,0
47,Indoor,-13.32999992,-4.902999878,-0.764999986,0
48,Indoor,-10.41899967,-5.056000233,-0.764999986,0
49,Indoor,-9.19299984,-5.669000149,0.612999976,0
50,Indoor,-8.427000046,-4.44299984,-1.072000027,0
1,Indoor,0.612999976,8.581000328,-6.282000065,0
2,Indoor,2.144999981,9.194000244,-2.911000013,0
3,Indoor,2.144999981,9.039999962,-2.911000013,0
4,Indoor,2.144999981,9.194000244,-3.063999891,0
5,Indoor,2.144999981,9.347000122,-2.911000013,0
6,Indoor,1.991999984,9.039999962,-2.756999969,0
7,Indoor,2.144999981,9.194000244,-3.063999891,0
8,Indoor,2.451999903,9.039999962,-3.063999891,0
9,Indoor,2.144999981,9.194000244,-2.911000013,0
10,Indoor,1.838999987,9.5,-2.450999975,0
11,Indoor,1.991999984,9.5,-2.144999981,0
12,Indoor,1.68599999,9.5,-2.144999981,0
13,Indoor,1.991999984,9.5,-2.298000097,0
14,Indoor,1.991999984,9.347000122,-1.225000024,0
15,Indoor,1.378999949,9.80700016,-1.531999946,0
16,Indoor,0.91900003,9.652999878,-0.764999986,0
17,Indoor,1.072999954,9.5,-1.072000027,0
18,Indoor,1.225999951,10.11299992,-1.072000027,0
19,Indoor,1.838999987,10.11299992,-0.764999986,0
20,Indoor,1.225999951,9.652999878,-0.305999994,0
21,Indoor,0.612999976,10.26599979,0.305999994,0
22,Indoor,0.765999973,9.652999878,-0.305999994,0
23,Indoor,0.612999976,10.11299992,0.152999997,0
24,Indoor,0.612999976,9.80700016,0.152999997,0
25,Indoor,0.765999973,9.960000038,0,0
26,Indoor,0.765999973,9.80700016,0,0
27,Indoor,0.91900003,9.960000038,0,0
28,Indoor,0.91900003,9.960000038,-0.305999994,0
29,Indoor,0.765999973,9.80700016,0,0
30,Indoor,0.91900003,9.80700016,0,0
31,Indoor,0.91900003,9.960000038,-0.152999997,0
32,Indoor,0.612999976,10.11299992,-0.152999997,0
33,Indoor,1.072999954,10.41899967,-0.611999989,0
34,Indoor,0.460000008,9.5,-0.305999994,0
35,Indoor,0.460000008,10.41899967,0,0
36,Indoor,0.305999994,9.80700016,0,0
37,Indoor,0.765999973,9.80700016,0.305999994,0
38,Indoor,0.460000008,9.960000038,0.305999994,0
39,Indoor,0.305999994,9.960000038,0.152999997,0
40,Indoor,0.765999973,9.960000038,0.152999997,0
41,Indoor,0.612999976,9.80700016,0.152999997,0
42,Indoor,0.612999976,9.80700016,0,0
43,Indoor,0.460000008,9.652999878,0.305999994,0
44,Indoor,0.460000008,9.960000038,0,0
45,Indoor,0.460000008,9.80700016,0,0
46,Indoor,0.765999973,9.960000038,0.305999994,0
47,Indoor,0.612999976,9.80700016,0,0
48,Indoor,0.460000008,9.80700016,0.152999997,0
49,Indoor,0.91900003,10.11299992,0.305999994,0
50,Indoor,0.612999976,9.80700016,0,0
1,Indoor,-1.991000056,2.757999897,9.194000244,0
2,Indoor,-1.838000059,2.604000092,9.041000366,0
3,Indoor,-2.144000053,2.604000092,9.347000122,0
4,Indoor,-2.144000053,2.911000013,8.734000206,0
5,Indoor,-2.298000097,2.450999975,9.654000282,0
6,Indoor,-1.991000056,2.604000092,8.734000206,0
7,Indoor,-1.991000056,2.450999975,9.194000244,0
8,Indoor,-1.838000059,1.991999984,9.654000282,0
9,Indoor,-1.684999943,2.144999981,9.5,0
10,Indoor,-1.225000024,1.684999943,9.80700016,0
11,Indoor,-0.764999986,1.531999946,9.5,0
12,Indoor,-0.611999989,1.225000024,9.80700016,0
13,Indoor,-0.305999994,1.378999949,9.654000282,0
14,Indoor,-0.305999994,1.378999949,9.654000282,0
15,Indoor,-0.611999989,1.378999949,9.347000122,0
16,Indoor,-0.458999991,1.378999949,9.654000282,0
17,Indoor,-0.458999991,1.378999949,9.5,0
18,Indoor,-0.305999994,1.378999949,9.654000282,0
19,Indoor,-0.611999989,1.378999949,9.5,0
20,Indoor,-0.305999994,1.378999949,9.80700016,0
21,Indoor,-0.611999989,1.225000024,9.960000038,0
22,Indoor,-0.764999986,1.378999949,9.5,0
23,Indoor,-0.917999983,1.225000024,9.654000282,0
24,Indoor,-1.531000018,1.378999949,9.5,0
25,Indoor,-1.684999943,1.378999949,9.80700016,0
26,Indoor,-1.684999943,1.531999946,9.80700016,0
27,Indoor,-1.531000018,1.378999949,9.5,0
28,Indoor,-1.838000059,1.378999949,9.5,0
29,Indoor,-1.684999943,1.531999946,9.654000282,0
30,Indoor,-1.684999943,1.378999949,9.5,0
31,Indoor,-1.531000018,1.531999946,9.654000282,0
32,Indoor,-1.684999943,1.378999949,9.5,0
33,Indoor,-1.531000018,1.378999949,9.654000282,0
34,Indoor,-1.684999943,1.378999949,9.654000282,0
35,Indoor,-1.531000018,1.378999949,9.654000282,0
36,Indoor,-1.531000018,1.072000027,9.5,0
37,Indoor,-1.838000059,0.91900003,9.654000282,0
38,Indoor,-1.684999943,1.072000027,9.654000282,0
39,Indoor,-1.531000018,0.91900003,9.5,0
40,Indoor,-1.838000059,1.072000027,9.5,0
41,Indoor,-1.838000059,1.072000027,9.654000282,0
42,Indoor,-1.838000059,0.91900003,9.5,0
43,Indoor,-1.684999943,1.072000027,9.654000282,0
44,Indoor,-1.838000059,1.072000027,9.654000282,0
45,Indoor,-1.838000059,0.91900003,9.5,0
46,Indoor,-1.991000056,0.91900003,9.654000282,0
47,Indoor,-1.838000059,0.91900003,9.5,0
48,Indoor,-1.838000059,0.91900003,9.654000282,0
49,Indoor,-1.684999943,0.91900003,9.654000282,0
50,Indoor,-1.684999943,0.91900003,9.5,0
1,Indoor,6.589000225,7.660999775,-0.458999991,1
2,Indoor,6.895999908,9.039999962,1.991999984,1
3,Indoor,5.05700016,6.434999943,1.684999943,1
4,Indoor,7.202000141,9.5,0.458999991,1
5,Indoor,2.298000097,6.129000187,-6.282000065,1
6,Indoor,5.670000076,8.734000206,1.072000027,1
7,Indoor,4.290999889,9.194000244,-1.684999943,1
8,Indoor,3.983999968,9.194000244,-0.152999997,1
9,Indoor,2.298000097,8.734000206,1.378999949,1
10,Indoor,-2.910000086,9.960000038,6.43599987,1
11,Indoor,-0.917999983,9.194000244,5.056000233,1
12,Indoor,-1.072000027,9.5,3.83100009,1
13,Indoor,-3.063999891,8.274000168,4.137000084,1
14,Indoor,-1.991000056,9.5,3.677000046,1
15,Indoor,-0.917999983,8.887000084,3.063999891,1
16,Indoor,-0.305999994,9.652999878,1.838999987,1
17,Indoor,1.838999987,11.79899979,1.531999946,1
18,Indoor,-1.378000021,10.26599979,1.838999987,1
19,Indoor,0.305999994,9.039999962,0.305999994,1
20,Indoor,2.144999981,11.95199966,2.298000097,1
21,Indoor,-1.838000059,8.274000168,0.305999994,1
22,Indoor,-3.98300004,8.887000084,2.605000019,1
23,Indoor,4.137000084,6.282000065,5.210000038,1
24,Indoor,8.42800045,8.427000046,1.225999951,1
25,Indoor,1.378999949,9.5,-2.911000013,1
26,Indoor,7.662000179,4.902999878,-0.458999991,1
27,Indoor,8.42800045,7.507999897,-0.764999986,1
28,Indoor,11.79899979,2.298000097,1.225999951,1
29,Indoor,8.581000328,2.757999897,-0.152999997,1
30,Indoor,13.33100033,2.757999897,1.072000027,1
31,Indoor,11.64599991,0.152999997,0.91900003,1
32,Indoor,9.501000404,0,0,1
33,Indoor,9.80700016,-0.305999994,-0.458999991,1
34,Indoor,11.33899975,-1.991999984,2.144999981,1
35,Indoor,9.041000366,-2.144999981,0.765999973,1
36,Indoor,11.64599991,2.604000092,3.063999891,1
37,Indoor,6.282999992,-7.507999897,-1.838000059,1
38,Indoor,5.362999916,-6.894999981,-0.611999989,1
39,Indoor,5.975999832,-7.81400013,1.838999987,1
40,Indoor,3.371000051,-8.887000084,4.137000084,1
41,Indoor,4.902999878,-7.81400013,2.144999981,1
42,Indoor,1.838999987,-7.202000141,0,1
43,Indoor,3.371000051,-8.427000046,-0.458999991,1
44,Indoor,0.765999973,-8.734000206,1.531999946,1
45,Indoor,1.378999949,-7.81400013,3.983999968,1
46,Indoor,-0.611999989,-7.202000141,4.443999767,1
47,Indoor,-2.144000053,-5.975999832,2.911000013,1
48,Indoor,2.911000013,-6.129000187,11.03299999,1
49,Indoor,-2.604000092,-4.75,9.347000122,1
50,Indoor,0.612999976,2.604000092,3.83100009,1
1,Indoor,-3.829999924,3.523999929,6.894999981,0
2,Indoor,-4.136000156,2.450999975,7.967999935,0
3,Indoor,-7.047999859,2.604000092,10.87899971,0
4,Indoor,-6.894999981,3.063999891,5.669000149,0
5,Indoor,-4.596000195,3.983999968,7.660999775,0
6,Indoor,-5.974999905,5.056000233,6.894999981,0
7,Indoor,-6.741000175,5.209000111,6.894999981,0
8,Indoor,-8.427000046,3.983999968,9.960000038,0
9,Indoor,-6.894999981,1.684999943,7.660999775,0
10,Indoor,-5.209000111,2.450999975,4.443999767,0
11,Indoor,-5.669000149,2.911000013,5.362999916,0
12,Indoor,-5.822000027,3.829999924,5.669000149,0
13,Indoor,-6.127999783,4.597000122,5.210000038,0
14,Indoor,-7.660999775,4.75,6.894999981,0
15,Indoor,-7.507999897,2.450999975,9.654000282,0
16,Indoor,-6.741000175,2.757999897,3.523999929,0
17,Indoor,-5.514999866,3.063999891,6.43599987,0
18,Indoor,-5.974999905,4.75,5.669000149,0
19,Indoor,-5.669000149,5.822000027,7.048999786,0
20,Indoor,-5.974999905,5.975999832,8.734000206,0
21,Indoor,-5.361999989,3.063999891,7.967999935,0
22,Indoor,-5.822000027,3.829999924,4.75,0
23,Indoor,-5.669000149,3.523999929,7.048999786,0
24,Indoor,-5.974999905,4.137000084,5.515999794,0
