Seq No.,Location,AccX,AccY,AccZ,Classs
25,Indoor,-5.209000111,4.597000122,4.443999767,0
26,Indoor,-6.282000065,4.289999962,7.355000019,0
27,Indoor,-8.732999802,3.829999924,6.129000187,0
28,Indoor,-6.587999821,3.217000008,5.515999794,0
29,Indoor,-5.209000111,3.063999891,7.660999775,0
30,Indoor,-3.829999924,5.515999794,7.355000019,0
31,Indoor,-5.056000233,5.056000233,8.274000168,0
32,Indoor,-5.209000111,5.669000149,8.12100029,0
33,Indoor,-5.974999905,3.217000008,9.041000366,0
34,Indoor,-4.289999962,3.371000051,7.048999786,0
35,Indoor,-3.523000002,2.757999897,8.12100029,0
36,Indoor,-2.910000086,3.677000046,8.42800045,0
37,Indoor,-3.063999891,5.056000233,7.815000057,0
38,Indoor,-3.829999924,5.515999794,7.815000057,0
39,Indoor,-4.44299984,5.975999832,7.967999935,0
40,Indoor,-4.596000195,2.911000013,9.347000122,0
41,Indoor,-3.829999924,3.829999924,5.975999832,0
42,Indoor,-2.450999975,5.056000233,7.507999897,0
43,Indoor,-3.369999886,5.362999916,6.43599987,0
44,Indoor,-2.910000086,6.129000187,7.660999775,0
45,Indoor,-2.756999969,7.047999859,10.57299995,0
46,Indoor,-4.902999878,4.137000084,13.02499962,0
47,Indoor,-1.991000056,4.289999962,4.289999962,0
48,Indoor,-3.217000008,4.597000122,7.660999775,0
49,Indoor,-2.604000092,5.669000149,6.282000065,0
50,Indoor,-2.910000086,5.822000027,5.975999832,0
1,Outside,-5.514999866,-5.056000233,-2.604000092,0
2,Outside,-3.829999924,-7.202000141,-1.378000021,0
3,Outside,-6.587999821,-8.427000046,-3.217000008,0
4,Outside,-10.26599979,-8.274000168,-0.152999997,0
5,Outside,-6.587999821,-6.129000187,0.91900003,0
6,Outside,-6.127999783,-4.902999878,-0.764999986,0
7,Outside,-6.894999981,-5.822000027,-1.684999943,0
8,Outside,-9.039999962,-9.960000038,1.531999946,0
9,Outside,-9.345999718,-9.039999962,-5.056000233,0
10,Outside,-6.894999981,-7.660999775,-0.458999991,0
11,Outside,-4.289999962,-7.047999859,0.152999997,0
12,Outside,-4.136000156,-7.047999859,-0.458999991,0
13,Outside,-6.741000175,-10.72599983,2.298000097,0
14,Outside,-9.039999962,-11.79899979,6.894999981,0
15,Outside,1.072999954,-5.975999832,-5.056000233,0
16,Outside,-2.450999975,-7.047999859,0.765999973,0
17,Outside,-5.361999989,-7.660999775,0.305999994,0
18,Outside,-5.669000149,-8.274000168,1.225999951,0
19,Outside,-8.274000168,-11.49199963,1.378999949,0
20,Outside,-7.507999897,-7.967999935,-0.305999994,0
21,Outside,-2.604000092,-8.734000206,2.911000013,0
22,Outside,-3.677000046,-6.742000103,0,0
23,Outside,-3.677000046,-6.434999943,-0.764999986,0
24,Outside,-5.209000111,-9.039999962,2.298000097,0
25,Outside,-7.201000214,-12.56499958,-2.450999975,0
26,Outside,-5.514999866,-8.887000084,2.144999981,0
27,Outside,-2.756999969,-7.967999935,3.063999891,0
28,Outside,-3.677000046,-7.507999897,0.458999991,0
29,Outside,-4.902999878,-8.12100029,-0.91900003,0
30,Outside,-4.44299984,-10.87899971,-1.378000021,0
31,Outside,-7.660999775,-12.25800037,-0.764999986,0
32,Outside,-3.369999886,-7.81400013,-0.91900003,0
33,Outside,-5.822000027,-7.967999935,1.378999949,0
34,Outside,-5.361999989,-7.202000141,-1.838000059,0
35,Outside,-4.44299984,-8.734000206,0.305999994,0
36,Outside,-7.201000214,-11.03199959,-1.531999946,0
37,Outside,-5.669000149,-7.202000141,1.378999949,0
38,Outside,-4.596000195,-6.282000065,-0.764999986,0
39,Outside,-5.974999905,-4.902999878,-3.98300004,0
40,Outside,-8.579999924,-5.975999832,-2.298000097,0
41,Outside,-8.887000084,-7.355000019,-2.911000013,0
42,Outside,-11.3380003,-8.734000206,-1.838000059,0
43,Outside,-7.660999775,-9.194000244,1.072000027,0
44,Outside,-5.361999989,-6.282000065,-1.072000027,0
45,Outside,-5.056000233,-5.975999832,-1.531999946,0
46,Outside,-4.749000072,-6.589000225,-1.378000021,0
47,Outside,-6.894999981,-10.87899971,-2.144999981,0
48,Outside,-8.887000084,-7.81400013,1.531999946,0
49,Outside,-6.741000175,-6.742000103,-2.604000092,0
50,Outside,-6.894999981,-5.056000233,-2.604000092,0
1,Outside,-7.354000092,-4.289999962,1.378999949,0
2,Outside,-5.209000111,-2.757999897,-2.144999981,0
3,Outside,-8.887000084,-3.371000051,-0.305999994,0
4,Outside,-10.72500038,-5.056000233,-0.458999991,0
5,Outside,-15.62899971,-7.660999775,1.225999951,0
6,Outside,-9.958999634,-5.669000149,2.298000097,0
7,Outside,-6.127999783,-4.75,0.152999997,0
8,Outside,-4.289999962,-4.597000122,-1.838000059,0
9,Outside,-5.822000027,-5.822000027,-2.144999981,0
10,Outside,-9.958999634,-12.41100025,-2.450999975,0
11,Outside,-12.41100025,-5.822000027,1.991999984,0
12,Outside,-6.127999783,-3.371000051,-6.894999981,0
13,Outside,-8.732999802,-3.371000051,-0.305999994,0
14,Outside,-12.10499954,-5.362999916,-2.298000097,0
15,Outside,-16.39500046,-6.282000065,3.217999935,0
16,Outside,-9.345999718,-6.894999981,2.298000097,0
17,Outside,-6.127999783,-5.822000027,0.305999994,0
18,Outside,-5.361999989,-5.209000111,-0.305999994,0
19,Outside,-5.056000233,-5.362999916,-1.531999946,0
20,Outside,-7.507999897,-9.80700016,-0.152999997,0
21,Outside,-12.56400013,-4.902999878,1.378999949,0
22,Outside,-9.958999634,-5.515999794,-2.298000097,0
23,Outside,-6.282000065,-2.604000092,-1.378000021,0
24,Outside,-8.119999886,-3.217000008,-1.225000024,0
25,Outside,-13.02400017,-5.056000233,-0.305999994,0
26,Outside,-15.47599983,-7.355000019,1.531999946,0
27,Outside,-9.652999878,-5.975999832,4.597000122,0
28,Outside,-5.974999905,-6.282000065,0.612999976,0
29,Outside,-3.98300004,-4.75,-1.531999946,0
30,Outside,-6.282000065,-6.589000225,-1.378000021,0
31,Outside,-10.72500038,-9.80700016,-2.756999969,0
32,Outside,-10.41899967,-6.282000065,3.217999935,0
33,Outside,-7.81400013,-3.677000046,-1.225000024,0
34,Outside,-7.660999775,-3.677000046,-1.072000027,0
35,Outside,-11.3380003,-4.137000084,-0.91900003,0
36,Outside,-12.71700001,-8.427000046,0.305999994,0
37,Outside,-11.03199959,-4.75,-2.911000013,0
38,Outside,-7.354000092,-5.209000111,0.458999991,0
39,Outside,-6.282000065,-5.209000111,0,0
40,Outside,-5.822000027,-5.975999832,-2.144999981,0
41,Outside,-8.427000046,-8.887000084,0,0
42,Outside,-7.660999775,-6.742000103,-0.458999991,0
43,Outside,-8.579999924,-4.597000122,0.458999991,0
44,Outside,-6.741000175,-3.523999929,-3.369999886,0
45,Outside,-8.274000168,-4.137000084,-0.91900003,0
46,Outside,-11.95100021,-5.669000149,-0.91900003,0
47,Outside,-14.25,-8.427000046,0.152999997,0
48,Outside,-9.039999962,-7.202000141,1.531999946,0
49,Outside,-6.587999821,-6.129000187,-1.225000024,0
50,Outside,-5.361999989,-5.515999794,0.152999997,0
1,Outside,-11.49199963,-2.450999975,9.041000366,0
2,Outside,-13.17700005,-3.983999968,4.443999767,0
3,Outside,-19.76600075,2.604000092,-14.40299988,0
4,Outside,-3.98300004,-2.144999981,2.298000097,0
5,Outside,-4.596000195,-3.371000051,3.983999968,0
6,Outside,-7.047999859,-6.129000187,2.605000019,0
7,Outside,-5.822000027,-5.209000111,-0.458999991,0
8,Outside,-5.669000149,-5.822000027,-1.072000027,0
9,Outside,-5.669000149,-4.597000122,2.605000019,0
10,Outside,19.30800056,-19.45999908,-1.684999943,0
11,Outside,9.654000282,-5.975999832,9.654000282,0
12,Outside,3.371000051,-3.371000051,1.225999951,0
13,Outside,3.065000057,-5.669000149,-2.911000013,0
14,Outside,11.49300003,-10.26599979,-0.152999997,0
15,Outside,-1.378000021,0.152999997,7.202000141,0
16,Outside,0.765999973,-19.45999908,6.742000103,0
17,Outside,1.68599999,-8.581000328,1.225999951,0
18,Outside,3.217999935,-8.734000206,2.450999975,0
19,Outside,-1.531000018,-13.79100037,-2.911000013,0
20,Outside,0.460000008,-13.94400024,-5.209000111,0
21,Outside,9.80700016,-9.80700016,-15.32299995,0
22,Outside,1.378999949,-1.378999949,3.523999929,0
23,Outside,3.065000057,-2.450999975,3.063999891,0
24,Outside,0.612999976,-14.40400028,-8.12100029,0
25,Outside,12.25899982,-19.45999908,1.684999943,0
26,Outside,-0.305999994,-1.684999943,9.654000282,0
27,Outside,-0.458999991,-7.967999935,0.152999997,0
28,Outside,2.451999903,-7.81400013,2.757999897,0
29,Outside,3.217999935,-9.039999962,2.450999975,0
30,Outside,-3.523000002,-18.38800049,-0.305999994,0
31,Outside,11.64599991,-11.49199963,3.371000051,0
32,Outside,-1.225000024,-10.72599983,2.605000019,0
33,Outside,2.298000097,-1.684999943,3.063999891,0
34,Outside,3.065000057,-5.056000233,0,0
35,Outside,6.129000187,-9.5,1.838999987,0
36,Outside,1.072999954,-3.371000051,5.056000233,0
37,Outside,5.362999916,-13.02400017,1.531999946,0
38,Outside,-1.072000027,-8.581000328,-7.507999897,0
39,Outside,1.531999946,-8.427000046,1.991999984,0
40,Outside,4.902999878,-9.5,-0.611999989,0
41,Outside,-4.596000195,-14.86299992,-8.12100029,0
42,Outside,3.371000051,-19.45999908,16.70199966,0
43,Outside,0.612999976,-2.144999981,3.83100009,0
44,Outside,3.065000057,-1.684999943,2.450999975,0
45,Outside,8.42800045,-18.54100037,-19.30699921,0
46,Outside,17.62199974,-17.46800041,3.063999891,0
47,Outside,-3.063999891,-0.765999973,8.734000206,0
48,Outside,0.152999997,-13.17800045,2.605000019,0
49,Outside,2.911000013,-7.81400013,2.144999981,0
50,Outside,2.298000097,-9.194000244,0.612999976,0
1,Outside,-5.514999866,2.604000092,6.129000187,0
2,Outside,-4.596000195,3.829999924,8.274000168,0
3,Outside,-6.434999943,3.829999924,8.887000084,0
4,Outside,-5.974999905,1.991999984,10.72599983,0
5,Outside,-5.209000111,0.611999989,5.975999832,0
6,Outside,-3.98300004,1.225000024,5.362999916,0
7,Outside,-4.136000156,2.298000097,6.589000225,0
8,Outside,-5.361999989,3.063999891,6.43599987,0
9,Outside,-6.587999821,2.911000013,5.975999832,0
10,Outside,-4.596000195,1.838000059,9.654000282,0
11,Outside,-5.209000111,2.604000092,6.282000065,0
12,Outside,-3.063999891,3.371000051,7.967999935,0
13,Outside,-4.136000156,4.44299984,9.960000038,0
14,Outside,-3.98300004,4.289999962,11.33899975,0
15,Outside,-5.822000027,1.991999984,13.48400021,0
16,Outside,-3.98300004,1.684999943,8.581000328,0
17,Outside,-3.829999924,2.298000097,6.894999981,0
18,Outside,-5.669000149,2.757999897,5.515999794,0
19,Outside,-5.514999866,2.911000013,10.87899971,0
20,Outside,-5.056000233,2.911000013,10.87899971,0
21,Outside,-4.596000195,2.911000013,9.347000122,0
22,Outside,-1.684999943,3.829999924,7.355000019,0
23,Outside,-2.910000086,4.75,9.960000038,0
24,Outside,-2.298000097,3.983999968,13.02499962,0
25,Outside,-4.596000195,2.450999975,12.25800037,0
26,Outside,-2.604000092,1.684999943,6.742000103,0
27,Outside,-1.838000059,2.911000013,7.202000141,0
28,Outside,-2.298000097,4.75,7.355000019,0
29,Outside,-3.829999924,4.289999962,10.42000008,0
30,Outside,-4.596000195,2.757999897,9.654000282,0
31,Outside,-3.369999886,2.298000097,4.902999878,0
32,Outside,-2.450999975,2.757999897,7.507999897,0
33,Outside,-1.531000018,4.597000122,7.815000057,0
34,Outside,-2.756999969,5.669000149,8.734000206,0
35,Outside,-1.531000018,4.75,8.274000168,0
36,Outside,-1.991000056,2.911000013,9.194000244,0
37,Outside,-1.838000059,2.604000092,7.355000019,0
38,Outside,-1.684999943,3.677000046,7.048999786,0
39,Outside,-2.604000092,5.056000233,8.12100029,0
40,Outside,-3.523000002,4.902999878,11.33899975,0
41,Outside,-5.361999989,2.757999897,13.17800045,0
42,Outside,-3.217000008,3.371000051,6.129000187,0
43,Outside,-2.756999969,3.523999929,6.129000187,0
44,Outside,-2.604000092,4.597000122,7.507999897,0
45,Outside,-3.523000002,5.362999916,11.33899975,0
46,Outside,-2.144000053,4.75,9.194000244,0
47,Outside,-1.531000018,3.063999891,8.12100029,0
48,Outside,-1.991000056,3.371000051,7.048999786,0
49,Outside,-1.991000056,4.44299984,6.282000065,0
50,Outside,-2.450999975,5.209000111,7.967999935,0
1,Outside,-0.611999989,3.371000051,9.347000122,0
2,Outside,-1.991000056,4.44299984,8.734000206,0
3,Outside,-2.604000092,4.597000122,10.87899971,0
4,Outside,-3.677000046,7.047999859,10.42000008,0
5,Outside,-3.677000046,5.975999832,9.041000366,0
6,Outside,-2.298000097,5.669000149,4.597000122,0
7,Outside,0,6.894999981,4.289999962,0
8,Outside,1.378999949,8.734000206,3.677000046,0
9,Outside,3.677999973,11.95199966,2.911000013,0
10,Outside,1.838999987,6.434999943,11.03299999,0
11,Outside,2.144999981,7.047999859,2.450999975,0
12,Outside,2.757999897,5.822000027,8.887000084,0
13,Outside,1.991999984,7.81400013,0.152999997,0
14,Outside,2.605000019,7.047999859,-0.91900003,0
15,Outside,1.531999946,17.00900078,-3.677000046,0
16,Outside,-3.217000008,4.902999878,18.23500061,0
17,Outside,-2.144000053,7.355000019,3.983999968,0
18,Outside,-2.144000053,8.734000206,-0.764999986,0
19,Outside,1.378999949,5.362999916,0.458999991,0
20,Outside,-2.604000092,15.01599979,-2.144999981,0
21,Outside,3.677999973,12.87100029,2.450999975,0
22,Outside,-3.677000046,10.41899967,-2.604000092,0
23,Outside,-2.298000097,6.589000225,1.991999984,0
24,Outside,-2.604000092,9.80700016,-3.369999886,0
25,Outside,-2.604000092,10.57299995,1.072000027,0
26,Outside,-8.274000168,13.33100033,0.458999991,0
27,Outside,-3.829999924,7.81400013,2.450999975,0
28,Outside,-2.144000053,7.047999859,-2.604000092,0
29,Outside,-1.991000056,7.967999935,-1.072000027,0
30,Outside,-2.144000053,8.12100029,-2.756999969,0
31,Outside,-2.450999975,10.11299992,-1.991000056,0
32,Outside,-3.98300004,15.78299999,-4.289999962,0
33,Outside,3.523999929,10.11299992,-1.684999943,0
34,Outside,-1.838000059,7.507999897,-1.225000024,0
35,Outside,-0.917999983,6.894999981,-2.450999975,0
36,Outside,-1.531000018,8.581000328,-2.604000092,0
37,Outside,-6.127999783,15.32299995,-4.75,0
38,Outside,-3.523000002,8.581000328,2.757999897,0
39,Outside,-2.298000097,7.967999935,-3.523999929,0
40,Outside,-0.458999991,8.734000206,-2.756999969,0
41,Outside,0.612999976,6.742000103,-0.458999991,0
42,Outside,4.902999878,6.894999981,3.983999968,0
43,Outside,3.523999929,2.604000092,11.18599987,0
44,Outside,-2.756999969,0.611999989,9.347000122,0
45,Outside,-3.063999891,2.911000013,6.129000187,0
46,Outside,-3.217000008,3.829999924,7.967999935,0
47,Outside,-6.127999783,5.362999916,10.72599983,0
48,Outside,-6.434999943,1.838000059,11.03299999,0
49,Outside,-4.902999878,3.829999924,8.581000328,0
50,Outside,-2.756999969,5.209000111,5.362999916,0
1,Playing Cricket,0.91900003,-0.152999997,9.654000282,0
2,Playing Cricket,0.460000008,0,9.654000282,0
3,Playing Cricket,0.305999994,0,9.960000038,0
4,Playing Cricket,-0.152999997,1.225000024,10.42000008,0
5,Playing Cricket,-1.531000018,0.611999989,9.960000038,0
6,Playing Cricket,-1.531000018,1.225000024,9.80700016,0
7,Playing Cricket,-2.910000086,0.458999991,5.056000233,0
8,Playing Cricket,-1.684999943,-5.669000149,3.217999935,0
9,Playing Cricket,-10.57199955,-0.91900003,9.041000366,0
10,Playing Cricket,-12.56400013,1.838000059,8.42800045,0
11,Playing Cricket,-13.32999992,2.144999981,-6.587999821,0
12,Playing Cricket,-10.11299992,-2.757999897,1.838999987,0
13,Playing Cricket,-7.507999897,-4.289999962,-1.072000027,0
14,Playing Cricket,-7.81400013,-9.960000038,-2.450999975,0
15,Playing Cricket,-0.611999989,-4.902999878,0.152999997,0
16,Playing Cricket,0.152999997,-3.983999968,1.838999987,0
17,Playing Cricket,5.670000076,-2.450999975,2.911000013,0
18,Playing Cricket,2.605000019,-10.72599983,0.305999994,0
19,Playing Cricket,-2.298000097,-12.56499958,-3.829999924,0
20,Playing Cricket,-5.822000027,-13.63700008,9.654000282,0
21,Playing Cricket,3.065000057,-8.274000168,-7.047999859,0
22,Playing Cricket,7.662000179,-8.581000328,2.298000097,0
23,Playing Cricket,3.983999968,-10.11299992,-1.531999946,0
24,Playing Cricket,-3.523000002,-5.209000111,-2.144999981,0
25,Playing Cricket,6.895999908,-6.129000187,-7.047999859,0
26,Playing Cricket,3.523999929,-19.45999908,2.144999981,0
27,Playing Cricket,2.451999903,-17.62100029,2.605000019,0
28,Playing Cricket,-3.677000046,-2.911000013,-3.829999924,0
29,Playing Cricket,-2.910000086,-8.887000084,-5.209000111,0
30,Playing Cricket,-1.838000059,-7.81400013,-2.450999975,0
31,Playing Cricket,0.612999976,-10.26599979,-4.289999962,0
32,Playing Cricket,1.838999987,-7.967999935,-2.604000092,0
33,Playing Cricket,0.612999976,-8.887000084,-3.523999929,0
34,Playing Cricket,-0.305999994,-11.64500046,-4.44299984,0
35,Playing Cricket,0,-9.652999878,-2.450999975,0
36,Playing Cricket,1.991999984,-7.355000019,-1.991000056,0
37,Playing Cricket,-0.764999986,-10.26599979,-2.756999969,0
38,Playing Cricket,0,-9.194000244,-1.684999943,0
39,Playing Cricket,-0.917999983,-9.5,-1.225000024,0
40,Playing Cricket,0.152999997,-9.80700016,-1.225000024,0
41,Playing Cricket,0.765999973,-9.194000244,-1.225000024,0
42,Playing Cricket,0.91900003,-9.960000038,0.152999997,0
43,Playing Cricket,0.765999973,-10.87899971,-4.596000195,0
44,Playing Cricket,3.983999968,-9.347000122,-1.531999946,0
45,Playing Cricket,2.757999897,-8.734000206,-2.298000097,0
46,Playing Cricket,-0.917999983,-11.95199966,-3.829999924,0
47,Playing Cricket,3.83100009,-7.660999775,-1.684999943,0
48,Playing Cricket,3.217999935,-9.80700016,-2.298000097,0
49,Playing Cricket,-0.152999997,-8.12100029,0.91900003,0
50,Playing Cricket,2.605000019,-12.56499958,-0.458999991,0
1,Playing Cricket,-4.289999962,0.305999994,5.669000149,0
2,Playing Cricket,-3.98300004,0.611999989,7.660999775,0
3,Playing Cricket,-4.44299984,0.611999989,7.202000141,0
4,Playing Cricket,-3.217000008,0.765999973,9.654000282,0
5,Playing Cricket,-4.136000156,0.91900003,10.11299992,0
6,Playing Cricket,-3.063999891,2.144999981,9.654000282,0
7,Playing Cricket,-3.063999891,1.838000059,9.80700016,0
8,Playing Cricket,-2.298000097,2.450999975,7.815000057,0
9,Playing Cricket,-3.369999886,2.298000097,9.347000122,0
10,Playing Cricket,-3.063999891,2.298000097,8.887000084,0
11,Playing Cricket,-5.209000111,2.450999975,8.887000084,0
12,Playing Cricket,-2.910000086,3.677000046,8.12100029,0
13,Playing Cricket,-2.756999969,4.137000084,7.967999935,0
14,Playing Cricket,-3.98300004,4.289999962,8.887000084,0
15,Playing Cricket,-3.677000046,4.289999962,7.815000057,0
16,Playing Cricket,-4.289999962,4.75,7.967999935,0
17,Playing Cricket,-4.136000156,4.597000122,7.202000141,0
18,Playing Cricket,-4.289999962,4.137000084,9.80700016,0
19,Playing Cricket,-4.136000156,4.597000122,6.43599987,0
20,Playing Cricket,-4.44299984,4.289999962,7.507999897,0
21,Playing Cricket,-3.98300004,3.829999924,9.041000366,0
22,Playing Cricket,-3.369999886,4.289999962,8.274000168,0
23,Playing Cricket,-3.063999891,3.063999891,9.5,0
24,Playing Cricket,-3.98300004,3.677000046,7.048999786,0
25,Playing Cricket,-2.450999975,3.677000046,9.041000366,0
26,Playing Cricket,-2.910000086,3.983999968,8.887000084,0
27,Playing Cricket,-2.450999975,3.829999924,8.42800045,0
28,Playing Cricket,-2.144000053,4.289999962,8.42800045,0
29,Playing Cricket,-2.450999975,4.137000084,8.734000206,0
30,Playing Cricket,-2.604000092,4.137000084,8.581000328,0
31,Playing Cricket,-2.756999969,4.289999962,7.660999775,0
32,Playing Cricket,-2.450999975,4.289999962,8.581000328,0
33,Playing Cricket,-2.756999969,4.597000122,8.12100029,0
34,Playing Cricket,-3.217000008,4.75,8.734000206,0
35,Playing Cricket,-2.756999969,4.902999878,8.42800045,0
36,Playing Cricket,-2.450999975,4.75,8.12100029,0
37,Playing Cricket,-2.910000086,4.902999878,8.581000328,0
38,Playing Cricket,-2.910000086,5.056000233,7.815000057,0
39,Playing Cricket,-2.756999969,4.902999878,8.274000168,0
40,Playing Cricket,-3.217000008,5.056000233,8.274000168,0
41,Playing Cricket,-2.910000086,4.902999878,7.967999935,0
42,Playing Cricket,-2.756999969,4.902999878,8.274000168,0
43,Playing Cricket,-2.756999969,4.902999878,8.42800045,0
44,Playing Cricket,-2.910000086,4.902999878,8.12100029,0
45,Playing Cricket,-2.756999969,4.902999878,7.967999935,0
46,Playing Cricket,-2.910000086,4.902999878,8.12100029,0
47,Playing Cricket,-2.910000086,4.75,8.42800045,0
48,Playing Cricket,-3.063999891,4.597000122,8.42800045,0
49,Playing Cricket,-2.450999975,4.137000084,8.42800045,0
50,Playing Cricket,-1.991000056,4.75,9.041000366,0
1,Playing Cricket,-3.829999924,-5.209000111,1.991999984,0
2,Playing Cricket,-0.152999997,-5.975999832,1.838999987,0
3,Playing Cricket,-0.611999989,-5.362999916,1.991999984,0
4,Playing Cricket,-4.136000156,-6.282000065,3.523999929,0
5,Playing Cricket,4.137000084,-8.12100029,-2.298000097,0
6,Playing Cricket,2.298000097,-8.887000084,0.91900003,0
7,Playing Cricket,3.83100009,-9.960000038,-4.902999878,0
8,Playing Cricket,4.137000084,-8.734000206,0.305999994,0
9,Playing Cricket,5.362999916,-7.81400013,-0.458999991,0
10,Playing Cricket,7.355000019,-6.589000225,-3.523999929,0
11,Playing Cricket,5.362999916,-6.742000103,-1.838000059,0
12,Playing Cricket,6.742000103,-8.581000328,0.305999994,0
13,Playing Cricket,4.902999878,-6.894999981,1.225999951,0
14,Playing Cricket,7.815000057,-5.822000027,-1.531999946,0
15,Playing Cricket,7.048999786,-6.129000187,1.378999949,0
16,Playing Cricket,8.581000328,-13.63700008,-13.02400017,0
17,Playing Cricket,4.902999878,-11.49199963,9.194000244,0
18,Playing Cricket,-5.822000027,-11.33899975,1.684999943,0
19,Playing Cricket,-1.225000024,-7.355000019,0,0
20,Playing Cricket,2.451999903,-11.03199959,4.902999878,0
21,Playing Cricket,-0.458999991,-12.71800041,-1.225000024,0
22,Playing Cricket,-3.217000008,-11.95199966,0.612999976,0
23,Playing Cricket,1.072999954,-9.652999878,-1.838000059,0
24,Playing Cricket,-0.305999994,-9.5,-1.378000021,0
25,Playing Cricket,-1.072000027,-9.652999878,-1.378000021,0
26,Playing Cricket,-0.611999989,-11.33899975,-2.756999969,0
27,Playing Cricket,0,-8.734000206,-2.756999969,0
28,Playing Cricket,3.523999929,-10.11299992,-0.458999991,0
29,Playing Cricket,1.531999946,-12.41100025,-1.684999943,0
30,Playing Cricket,3.371000051,-9.194000244,3.063999891,0
31,Playing Cricket,1.531999946,-8.427000046,-1.684999943,0
32,Playing Cricket,3.065000057,-8.581000328,-0.152999997,0
33,Playing Cricket,1.838999987,-9.039999962,-0.458999991,0
34,Playing Cricket,3.983999968,-9.194000244,-1.378000021,0
35,Playing Cricket,2.911000013,-9.347000122,-1.072000027,0
36,Playing Cricket,3.677999973,-8.581000328,-0.764999986,0
37,Playing Cricket,1.838999987,-10.41899967,0.91900003,0
38,Playing Cricket,5.05700016,-8.427000046,-1.378000021,0
39,Playing Cricket,3.523999929,-9.347000122,-0.764999986,0
40,Playing Cricket,3.371000051,-8.581000328,-1.531999946,0
41,Playing Cricket,0.91900003,-9.960000038,0.152999997,0
42,Playing Cricket,-1.838000059,-9.960000038,1.072000027,0
43,Playing Cricket,1.531999946,-12.41100025,1.838999987,0
44,Playing Cricket,-0.764999986,-11.64500046,-1.225000024,0
45,Playing Cricket,-1.378000021,-9.5,-1.684999943,0
46,Playing Cricket,-2.450999975,-9.194000244,-2.450999975,0
47,Playing Cricket,-3.829999924,-9.80700016,-1.225000024,0
48,Playing Cricket,-5.669000149,-9.652999878,-0.305999994,0
49,Playing Cricket,-8.119999886,-6.589000225,0.305999994,0
50,Playing Cricket,-7.81400013,-5.822000027,3.063999891,0
1,Playing Cricket,3.677999973,-19.15399933,2.298000097,0
2,Playing Cricket,-0.458999991,-8.734000206,0.152999997,0
3,Playing Cricket,3.065000057,-3.677000046,-2.604000092,0
4,Playing Cricket,3.371000051,-5.056000233,-5.974999905,0
5,Playing Cricket,5.515999794,-7.202000141,-7.967000008,0
6,Playing Cricket,19.30800056,-19.45999908,-6.894999981,0
7,Playing Cricket,12.25899982,-17.62100029,-10.57199955,0
8,Playing Cricket,2.298000097,-6.129000187,-3.98300004,0
9,Playing Cricket,-2.910000086,-6.589000225,-4.596000195,0
10,Playing Cricket,-2.756999969,-11.18599987,-3.063999891,0
11,Playing Cricket,-0.305999994,-9.347000122,-4.44299984,0
12,Playing Cricket,1.378999949,-8.734000206,-4.44299984,0
13,Playing Cricket,1.072999954,-8.887000084,-4.75,0
14,Playing Cricket,0.91900003,-8.427000046,-3.677000046,0
15,Playing Cricket,1.531999946,-8.734000206,-4.137000084,0
16,Playing Cricket,1.991999984,-7.967999935,-4.137000084,0
17,Playing Cricket,1.378999949,-8.274000168,-4.75,0
18,Playing Cricket,1.072999954,-8.734000206,-4.596000195,0
19,Playing Cricket,1.68599999,-9.347000122,-2.604000092,0
20,Playing Cricket,0,-9.347000122,-2.298000097,0
21,Playing Cricket,1.991999984,-8.427000046,-0.611999989,0
22,Playing Cricket,3.983999968,-9.5,1.838999987,0
23,Playing Cricket,-0.764999986,-10.41899967,-0.458999991,0
24,Playing Cricket,1.68599999,-10.11299992,1.072000027,0
25,Playing Cricket,0.765999973,-8.581000328,-4.289999962,0
26,Playing Cricket,4.137000084,-11.95199966,-1.684999943,0
27,Playing Cricket,-0.458999991,-8.887000084,-0.611999989,0
28,Playing Cricket,4.597000122,-8.581000328,-0.91900003,0
29,Playing Cricket,3.83100009,-8.734000206,-2.604000092,0
30,Playing Cricket,2.144999981,-10.72599983,-1.072000027,0
31,Playing Cricket,1.072999954,-9.652999878,0.91900003,0
32,Playing Cricket,2.144999981,-9.652999878,2.757999897,0
33,Playing Cricket,0.91900003,-10.26599979,-2.144999981,0
34,Playing Cricket,-2.756999969,-10.57299995,2.298000097,0
35,Playing Cricket,-3.677000046,-11.33899975,0.305999994,0
36,Playing Cricket,-3.98300004,-10.72599983,-0.305999994,0
37,Playing Cricket,-2.604000092,-8.734000206,-0.764999986,0
38,Playing Cricket,-4.749000072,-9.960000038,-2.756999969,0
39,Playing Cricket,-7.201000214,-7.047999859,3.063999891,0
40,Playing Cricket,-9.5,-3.063999891,4.443999767,0
41,Playing Cricket,-8.119999886,-5.056000233,5.362999916,0
42,Playing Cricket,-5.822000027,-5.515999794,7.815000057,0
43,Playing Cricket,-5.974999905,-2.604000092,4.137000084,0
44,Playing Cricket,-2.298000097,0,8.887000084,0
45,Playing Cricket,-2.910000086,0.765999973,8.42800045,0
46,Playing Cricket,-3.217000008,3.371000051,8.581000328,0
47,Playing Cricket,-2.910000086,4.289999962,7.048999786,0
48,Playing Cricket,-3.369999886,4.137000084,8.12100029,0
49,Playing Cricket,-3.217000008,4.289999962,8.42800045,0
50,Playing Cricket,-2.910000086,4.597000122,5.975999832,0
1,Playing Cricket,-0.917999983,-2.298000097,2.757999897,0
2,Playing Cricket,-7.660999775,-19.45999908,8.734000206,0
